fecha,Ruta,OperadOR,ac_type,all_aboard,cantidad de fallecidos,ground
1946-12-25,"Shanghai, China",CATA,Douglas C-47,11,11,5
1946-12-28,"Walshville, Illinois",Kansas City Southern Skyways,Douglas C-47A,2,2,0
1946-12-28,"Near Shannon, Ireland",Trans Continental and Western Air,Lockheed 049 Consellation,23,13,0
1946-12-28,"Michigan City, Indiana",American Airlines,Douglas DC-3 (C-50A-DO),21,2,0
1947-01-03,"Sao Paulo, Brazil",Panair do Brasil,Sikorsky S-43B (flying boat),14,11,0
1947-01-05,"Tsingtao, China",China National Aviation Corporation,Curtis C-46,43,43,0
1947-01-05,"Carmel, New Jersey",Nationwide Air Transport,Douglas DC-3,23,3,0
1947-01-11,"Near Lympne, England",British Overseas Airways,Douglas C-47A-1-DK,16,8,0
1947-01-11,"Off Laoag, China",Far Eastern Air Transport,Douglas DC-4 (C-54A-DO),42,7,0
1947-01-12,"Near Galax, Virginia",Eastern Air Lines,Douglas DC-3,19,18,0
1947-01-14,"Near Puebla, Mexico",Military - Mexican Air Force,Lockheed C-60 Lodestar,21,21,0
1947-01-22,"Puesto Araujo, Colombia",AVIANCA,Douglas DC-3 ( C-47-DO),17,17,0
1947-01-25,"Croydon, Surrey, England",Spencer Airways / Ceskoslovenske Aerolinie,Douglas C-47 / Douglas DC-3,23,12,0
1947-01-25,"Chongqing, China",China National Aviation Corporation,Douglas DC-3,19,19,0
1947-01-25,Hong Kong,Philippine Air Lines,Douglas C-47A,4,4,0
1947-01-26,"Copenhagen, Denmark",KLM Royal Dutch Airlines,Douglas C- C47A-30DK,22,22,0
1947-01-28,"Near Hankow, China",China National Aviation Corporation,Curtiss C-46,26,25,0
1947-02-01,"Near Lisbon, Portugal",Air France,Douglas DC-3C,20,19,0
1947-02-05,"Harrington, Delaware",International Air Freight,Douglas DC-3,3,1,0
1947-02-06,"Pedro Bernardo, Spain",Aerovias Cuba International,Douglas C-54B-15-DO,11,11,0
1947-02-14,"Denver, Colorado",Slick Airways,Curtiss C-46E,2,2,0
1947-02-15,"Near Bogota, Colombia",AVIANCA,Douglas DC-4,53,53,0
1947-02-15,"Off Terracina, Italy",Military - Corrieri Aerei Militari,Savoia-Marchetti SM-95,16,16,0
1947-02-21,"Chungking, China",Military - Chinese Air Force,Douglas C-47,21,21,0
1947-02-26,"China Sea, Pacific Ocean",Military - Royal Air Force,Douglas C-47B,12,12,0
1947-03-05,"Near Georgia, USSR",Aeroflot,Doublas C-47,23,23,0
1947-03-08,"L'isola di Ischia, Italy",Military - Royal Air Force,Douglas C-47B,13,13,0
1947-03-08,"Cordillera, Colombia",VIARCO,Douglas C-47-DL,9,9,0
1947-03-14,"Mt. Moucherolles, France",Air France,Douglas DC-3 (C-47A-90-DL),23,23,0
1947-03-17,"Near Medellin, Colombia",TACA,Lockheed 18 Lodestar,8,8,0
1947-03-18,"Negombo, Sri Lanka",Military - Royal Air Force,Avro York C1,15,11,0
1947-04-08,"Near Caracas, Venezuela",Linea Aeropostal Venezolana,Douglas C-47A,27,27,0
1947-04-13,"Off Dakar, Senegal",British South American Airways,Avro 685 York I,15,6,0
1947-04-22,"Columbus, Georgia",Delta Air Lines,Douglas DC-3 (C-47DL) /Vultee BT-13,10,10,0
1947-04-28,"Near Vancouver, British Columbia, Canada",Trans Canada Air Lines,Lockheed 18 Loadstar,15,15,0
1947-05-04,"Near Nicoya, Guanacaste, Costa Rica",TACA,Lockheed 18 Loadstar,11,11,0
1947-05-11,"Delaware Bay, New Jersey",Trans Continental and Western Air,Lockheed L-049 Constellation,4,4,0
1947-05-16,"Near Khabarovsk, Russia",Aeroflot,Douglas DC-47,22,22,0
1947-05-29,"La Guardia Airport, Queens, New York",United Air Lines,Douglas C-54B,48,43,0
1947-05-29,"Atsugi, Japan",Military - U.S. Army Air Forces,Douglas C-54D-DC (DC-4),40,40,0
1947-05-29,"Hjedinsfjordur, Iceland",Flugefelag,Douglas DC-3,25,25,0
1947-05-30,"Port Deposit, Maryland",Eastern Air Lines,Douglas C-54B-15-DO,53,53,0
1947-06-04,"Near Gemenos, France",Air France,Junkers Ju-52,2,2,0
1947-06-11,"Near Natal, Brazil",Flota Aérea Mercante Argentina,Avro 691 Lancastrian,18,5,0
1947-06-13,"Leesburg, Virginia",Pennsylvania Central Airlines,Douglas DC-4 (C-54-DO),50,50,0
1947-06-19,"Al Mayadin, Syria",Pan American World Airways,Lockheed 049-46-21 Constellation,36,14,0
1947-06-21,"Black Sea, Gulf of Karkinitsky",Aeroflot,Li-2,29,8,0
1947-07-01,"Near Eaeka, French Cameroons",Air France,Junkers JU-52/3m,13,13,0
1947-07-13,"Melbourne, Florida",Burke Air Transport,Douglas DC-3,36,14,0
1947-07-15,"Vichy ,France",Aero Cargo,Junkers Ju-52/3m,19,1,0
1947-07-16,"Az-Zubair, Iran",British Overseas Airways,Avro 685 York,6,6,0
1947-07-25,"Moron, Argentina",Flota Aérea Mercante Argentina,Avro 685 York I,6,2,2
1947-07-31,"Near Yumen, China",Military - Chinese Air Force,Douglas C-47,26,26,0
1947-08-02,"Andes, Argentina",British South American Airways,Avro 691 Lancastrian 3,11,11,0
1947-08-06,North Pacific Ocean,Military - U.S. Navy,Consolidated PBY-5A Catalina,20,20,0
1947-08-08,"New York, New York",American Airlines,Douglas DC-3C,5,3,0
1947-08-09,"Malmo, Sweden",AB Aerotransport,Douglas DC-3F,5,1,0
1947-08-13,"Bucharest, Romania",Transporturile Aeriene Romano-Sovietice,Lisunov Li-2,8,3,0
1947-08-21,"Hanksville, Utah",Slick Airways,Curtiss C-46E,3,3,0
1947-08-23,"Bahrain, Persian Gulf",British Overseas Airways,Short Sandringham 5 (flying boat),26,10,0
1947-08-28,"Harsiad, Norway",Norwegian Airlines,Short Sandringham (flying boat),35,35,0
1947-10-08,"Near El Paso, Texas",American Airlines,Douglas DC-4,54,0,0
1947-10-14,"Ocean, 800 miles east of Newfoundland",American International Airways,Boeing 314A,69,0,0
1947-10-16,"Off Cartegena, Spain",Societe Aerienne du Littoral,Bristol 170 Freighter I,43,41,0
1947-10-16,"Sylva, North Carolina",Stratofreight,Douglas DC-3,3,3,0
1947-10-24,"Bryce Canyon, Utah",United Air Lines,Douglas DC-6,53,53,0
1947-10-26,"Near Mt. Hymettus, Greece",AB Aerotransport,Douglas DC-4-1009,44,44,0
1947-10-26,"Annette Island, Alaska",Pan American World Airways,Douglas DC-4A,18,18,0
1947-10-31,"Near Srinagar, India",Military - Royal Indian Air Force,Douglas C-47B,25,25,0
1947-11-02,"Off Barrio Rizal, Philippines",Philippine Air Express,Douglas DC-3,5,5,0
1947-11-11,"Gallup, New Mexico",American Airlines,Douglas DC-6,25,0,0
1947-11-13,"Near Bouchox, France",Société Auxiliare de Navigation Aérienne,Junkers Ju-52/3m,2,2,0
1947-11-18,"Newcastle, Delaware",Trans Continental and Western Air,Lockheed L-049-46-26 Constellation,5,5,0
1947-11-18,"Ravello, Italy",Trafik-Turist-Transportflyg,Bristol 170 Freighter XI,25,20,0
1947-11-21,"Phouznicie, Romania",TARS,Lisunov Li-2,26,13,0
1947-11-27,0,China National Aviation Corporation,Douglas DC-3,3,2,0
1947-11-27,"Yakutat, Alaska",Columbia Air Cargo,Douglas DC-3C,13,13,0
1947-11-27,"Montenegrin Mountains, Yugoslavia",JAT Yugoslav Airlines,Lisunov LI-2,22,22,0
1947-11-28,"Near Trappa, Italy",Military - U.S. Air Force,Douglas C-47B,20,20,0
1947-11-30,"Seattle, Washington",Alaska Airlines,Douglas C-54A,28,8,1
1947-12-10,"Near Goose Bay, Labrador",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),29,23,0
1947-12-11,"Near Memphis, Tennessee",Military - U.S. Air Force,Douglas C-47-DK,20,20,0
1947-12-18,"Krasnoyarsk, Russia",Aeroflot,Ilyushin IL-12,25,9,0
1947-12-23,"Kunming, China",Air Transport,Short  S-29 Stirling V,30,25,0
1947-12-27,"Korangi Creek, India",Air India,Douglas DC-3 (C-47),23,23,0
1947-12-28,"Leon, Mexico",Servicio Aéreo Panini,Douglas DC-2-172,10,5,3
1948-01-06,"Paris, France",Air France,Douglas DC-3D,16,16,0
1948-01-06,"Ruislip, England",British European Airways,Vickers 610 Viking 1B,18,1,0
1948-01-07,"Near Savannah, Georgia",Coastal Air Lines,Douglas DC-3,27,18,0
1948-01-08,"Near Palestro, Algeria",Transport Comp. Algerienne de T.A.,Douglas DC-3,9,9,0
1948-01-11,"Ciudad Havajillo, Dominican Republic",Dominicana,Douglas DC-3,32,32,0
1948-01-13,"Oxon Hill, Maryland",Eastern Air Lines,Douglas DC-3-201F,9,5,0
1948-01-20,"Near Mukden, China",China National Aviation Corporation,Curtiss C-46,54,11,0
1948-01-28,"Diablo Mts., California",Airline Transport Carriers,Douglas DC-3 (C-47B-DK),32,32,0
1948-01-30,"Atlantic Ocean, NE of Bermuda",British South American Airways,Avro 688 Tudor I,31,31,0
1948-02-07,"Off Jacksonville, Florida",Eastern Air Lines,Lockheed L-649 Constellation,69,1,0
1948-02-10,"Near Padalarang, Indonesia",KLM Royal Dutch Airlines,Douglas DC-3,19,19,0
1948-02-12,"Ubrichstein, Germany",Det Danske Luftfartselskab,Douglas DC-3,21,12,0
1948-02-20,"Collesalvetti,  Italy",Società Aerea Teseo,Douglas C-47-DL,10,7,0
1948-02-21,"Off St. Marcouf, France",Latecoere Airlines,Latecoere 631 (flying boat),14,14,0
1948-02-23,"Davao, Philippines",Commercial Airways,Douglas DC-3,12,12,0
1948-02-25,"Columbus, Ohio",Bruning Aviation,Douglas C-47A,2,2,0
1948-02-27,"Near Belem, Brazil",Military - Brazilian Air Force,Douglas C-47,26,23,0
1948-03-02,"Off Perpignan, France",Société de Transports Aériens,Junkers Ju-52/3m,4,4,0
1948-03-02,"Heathrow Airport, London, England",Sabena,Douglas DC-3,22,20,0
1948-03-07,"Near Skalafell, Iceland",Loftleidir Icelandic Airlines,Avro Anson,4,4,0
1948-03-10,"Chicago, Illinois",Delta Air Lines,Douglas DC-4,13,12,0
1948-03-12,"Mt. Sanford, Alaska",Northwest Orient Airlines,Douglas DC-4 (C-54G-1-DO),30,30,0
1948-03-13,"Sierra Cristais, Brazil",Cruzeiro,Douglas DC-3,6,6,0
1948-03-15,"Villa Pinzon, Colombia",Agencia Interamericana de Aviada,Douglas DC-3 (C47-DL),14,14,0
1948-03-27,"Monte Cardo, Corsica, France",Indian National Airlines,Vickers 604 Viking 1B,19,19,0
1948-04-05,"Near Berlin, Germany",British European Airways / Military - Soviet Air Force,Vickers Viking 1B & Soviet YAK-3 fighter,14,14,0
1948-04-10,"Kano, Nigeria",Air France,Douglas DC-4,6,1,0
1948-04-15,"Shannon, Ireland",Pan American World Airways,Lockheed L-049-46 Constellation,31,30,0
1948-04-18,Territory of New Guinea,New Guinea Air Traders,Lockheed Hudson IIIA,37,37,0
1948-04-24,Near Irkutsk Russia,Aeroflot,Lisnov Li-2,29,28,0
1948-05-13,"Mount Coron, France",Skyways of London,de Havilland Dove 1,4,4,0
1948-05-13,"Near Magazini, Belgian Congo (Zaire)",Sabena,Douglas DC-4-1009,32,31,0
1948-05-15,"Vrede, South Africa",Mercury Aviation,Douglas DC-3-455,13,13,0
1948-05-16,"Columbus, Ohio",Slick Airways,Curtiss C-46E,2,2,0
1948-05-20,"Near Bovingdon, England",Air Transport Charter,Douglas C-47A,4,3,0
1948-05-22,"Khabarovsk, Russia",Aeroflot,Douglas C-47,9,8,0
1948-05-25,"Albacete, Spain",Alpha Airways,Handley Page Halifax C-8,4,4,1
1948-06-10,Isle of Man,Hargreaves Airways,de Havilland DH-89A Dragon Rapide,8,6,0
1948-06-17,"Mount Carmel, Pennsylvania",United Air Lines,Douglas DC-6,43,43,0
1948-06-17,"Over the Pearl River, China",Cathy Pacific,PBY Catalina,26,25,0
1948-06-26,"Maiquetia, Venezuela",Linea Aeropostal Venezolana,Douglas DC-3,17,1,0
1948-07-01,"Keerbergen, Belgium",Avio Linee Italiane,Fiat G.212CP,12,8,0
1948-07-04,"Northolt, Middlesex, England",Scandinavian Airlines (SAS),Douglas DC-6 / RAF York,39,39,0
1948-07-07,"Djiring, French Indo-China",Aigle Azur,Douglas DC-3,16,16,0
1948-07-14,"Belem, Brazil",Aerovias Brasil,Douglas C-47A,5,5,0
1948-07-16,Pacific Ocean between Hong Kong and Macao,Cathay Pacific Airways,Consolidated OA-10 Catalina,26,25,0
1948-07-24,"Cap-des-Rosiers, Quebec, Canada",Rimouski Airlines,Douglas DC-3,29,29,0
1948-07-29,"Buenos Aires, Argentina",ALFA,Short Sandringham 2 (flying boat),24,18,0
1948-07-29,"Tsingtao, China",Civil Air Transport,Curtiss C-46D-20-CU,19,19,0
1948-08-01,"Karachi, Pakistan",Onzeair,Avro 691 Lancastrian (flying boat),4,4,0
1948-08-01,"1,200 miles off Dakar, Atlantic Ocean",Air France,Latecoere 631 (flying boat),52,52,0
1948-08-09,"Port Underwood, New Zealand",New Zealand National Airways,Douglas C-47B,2,2,0
1948-08-20,"La Guaira, Venezuela",Avensa,Douglas C-47A,3,3,0
1948-08-29,"Near Winona, Minnesota",Northwest Orient Airlines,Martin 202,37,37,0
1948-08-31,"Near Elizabethville, Belgium Congo",Sabena,Douglas DC-3 (Douglas C-47A-10-DK),13,13,0
1948-09-02,"Near Quirindi, Australia",Australian National Airways,Douglas DC-3,13,13,0
1948-09-30,"Balkhash, Kazakhstan",Aeroflot,Lisunov LI-2,15,15,0
1948-10-02,"Near Trondheim, Norway",Norwegian Airlines,Short Sandringham 6 (flying boat),45,19,0
1948-10-12,"Near Yevlakh, Azerbaijan, USSR",Aeroflot,Ilyushin Il12,10,10,0
1948-10-21,"Prestwick Airport, Scotland",KLM Royal Dutch Airlines,Lockheed 049-46-25 Constellation,40,40,0
1948-10-23,"Mt. Ruapehu, New Zealand",New Zealand National Airways,Lockheed 10A Electra,13,13,0
1948-10-25,"Georgian SSR, USSR",Aerflot,Lisunov Li-2,18,18,0
1948-10-27,"Near Edmonton, Alberta, Canada",Northwest Orient Airlines,Douglas C-54A,5,2,0
1948-11-03,"Near Glossop, England",Military - U.S. Air Force,Boeing B-29A Superfortress,13,13,0
1948-11-04,"Cape Spencer, Alaska",Pacific Alaska Air Freight,Douglas DC-3,17,17,0
1948-11-08,"Mt. Macedon, Australia",Australian National Airways,Douglas DC-3,23,3,0
1948-11-11,"Liverpool, England",Mannin Airways,de Havilland DH-89A Dragon Rapide,8,7,0
1948-11-22,"Near Ryzhovo, Russia",Aeroflot,Lisunov Li-2,26,23,0
1948-11-26,"Vehari, Pakistan",Pakistan Airways,Douglas DC-3,21,21,0
1948-12-05,"Kiangwan, China",Central Air Transport,Curtiss C-46,40,9,0
1948-12-06,"Milan, Italy","Avio Linee ItalianeAvio Linee Italiane",Douglas C-47,7,7,0
1948-12-12,"Taipei, Taiwan",China National Aviation Corporation,Douglas DC-3,10,2,0
1948-12-15,"Near Bogata, Colombia",LANSA,Douglas C-47,30,30,0
1948-12-21,"Near Pilos, Greece",Ceskoslovenske Aerolinie,Douglas DC-3,24,24,0
1948-12-21,"Basalt Island, Hong Kong",China National Aviation Corporation,Douglas C-54B-5-DO,33,33,0
1948-12-23,"Near Madrid, Spain",Iberia Airlines,Douglas DC-3 (C-47-DL),27,27,0
1948-12-28,"Off San Juan, Puerto Rico",Airborne Transport,Douglas DC-3DST,32,32,0
1948-12-31,"Mt. Argentari, Italy",Pan African Air Charter,Douglas DC-3,13,13,0
1949-01-02,"Seattle, Washington",Seattle Air Charter,Douglas DC-3 (C-47A-DL),30,14,0
1949-01-05,"Caravelas Bay, Brazil",British South American Airways,Avro 685 York 1,17,3,0
1949-01-06,"Brandywine, Maryland",Coastal Cargo,Douglas C-47A,2,2,0
1949-01-11,"Near Pelotas, Brazil",Viacao Aerea Gaucha S.A.,Lockheed 18 Lodestar,12,12,0
1949-01-15,"Ras-el-Tin, Egypt",Pan African Air Charter,Douglas C-54 Skymaster,30,30,0
1949-01-16,"Near Srinagar, India",Dalmia Jain Airways,Douglas DC-3,13,13,0
1949-01-17,"Atlantic Ocean, off Bermuda",British South American Airways,Avro 688 Tudor 4B,20,20,0
1949-01-17,"Near Succoth Glen, Lochgoilhead, Scotland",Military - U.S. Air Force,Boeing B-29A Superfortress,20,20,0
1949-01-20,"Homer, Alaska",Alaska Airlines,Douglas DC-3C,6,5,0
1949-01-30,"Port Washington, New York",Pan American World Airways,Lockheed L-749 / Cessna 140,35,2,0
1949-02-02,"Trinity Bay, Newfoundland",Saint Lawrence Airways,Avro Anson,10,6,0
1949-02-04,"Castel Benito, Libya",Skyways of London,Douglas C-54A-1-DO Skymaster,53,1,0
1949-02-05,"Buenaventura Bay, Colombia",AVIANCA,Consolidated PBY-5A Catalina,14,3,0
1949-02-08,"Off Copenhagen, Denmark",Scandinavian Airlines (SAS),Vickers 628 Viking 1B,27,27,0
1949-02-10,"Near Huanuco, Peru",Faucett,Douglas DC-3,16,16,0
1949-02-19,"Near Coventry, Warks, England",British European Airways / Military - British,Douglas DC-3 / Avro Anson,14,14,0
1949-02-24,"Near Cuzco, Peru",TAM (Peru),Douglas C-47,26,22,0
1949-02-24,"Braemar Resevoir, Hong Kong",Cathay Pacific Airways,Douglas DC-3,23,23,0
1949-03-10,"Coolangatta, Australia",Queensland Airlines,Lockheed 18 Lodestar,22,22,0
1949-03-15,"Berlin, Germany",Skyways,Avro 685 York I,3,3,0
1949-03-18,"Near Waikanae, New Zealand",New Zealand National Airways,Lockheed 18 Lodestar,15,15,0
1949-04-29,"Near Mironovo, Russia",Aeroflot,Lisunov Li-2,24,14,0
1949-05-04,"Superga, Italy",Avio Linee Italiane,FIAT G-212CP,31,31,0
1949-05-04,"Near Portland, Dorset, England",Bristop Aeroplane Company,Bristol 170 Freighter 31 Mark II,7,7,0
1949-05-07,"Sibuyan Sea, off the Philippine island of Elalat",Philippine Air Lines,Douglas DC-3,13,13,0
1949-05-13,"Near  Novosibirsk, Russia",Aeroflot,Ilyushin IL-12,25,25,0
1949-06-06,"Malahasa Attica, Greece",Tech - Aeronautical Explotiation,Douglas DC-3,22,22,0
1949-06-07,"Near Florianpolis, Brazil",Military - Brazilian Air Force,Douglas C-47B,27,27,0
1949-06-07,"San Juan, Puerto Rico",Strato Freight,Curtiss C-46D-5-CU,81,53,0
1949-06-23,"Off Bari, Italy",KLM Royal Dutch Airlines,Lockheed 749-79-33 Constellation,33,33,0
1949-07-02,"Near Guildford, Australia",Mac Roberston-Miller Airlines,Douglas C-47A-20-DL,18,18,0
1949-07-12,"Chatsworth, California",Standard Airlines,Curtiss C-46E-1-CS,48,35,0
1949-07-12,"Near Bombay, India",KLM Royal Dutch Airlines,Lockheed L-749-79-33 Constellation,45,45,0
1949-07-13,"Jamnagar, Gujarat state, India",Indian Air Force,Hawker Hunter,0,0,14
1949-07-19,"Seattle, Washington",Air Transport Associates,Curtiss C-46F-1-CU,32,2,4
1949-07-21,"Marga, Russia",Aeroflot,Ilyushin IL-12,14,13,0
1949-07-30,"Chesterfield, New Jersey",Eastern Air Lines / Military - USN,Douglas DC-3 -201D/ F-6-F- 5 Hellcat,16,16,0
1949-08-02,"Jaquirana, Brazil",Varig,Curtiss C-46D-10-CU,36,5,0
1949-08-03,"Sao Francisco Bay, Brazil",Lineas Aéreas Brasil,Douglas DC-3,30,5,0
1949-08-06,"Salasaca, Ecuador",Shell Co of Ecuador,Bristol 170 Freighter 21,34,34,0
1949-08-09,"Salalah, Oman",Military - Royal Air Force,Douglas C-47B,12,12,0
1949-08-13,"Near Bogota, Colombia",SAETA,Douglas C-47,32,32,0
1949-08-15,"Off Lurga Point, Ireland",Transocean Air Lines,Douglas DC-3 (C-54A-DO),58,8,0
1949-08-19,"Near Oldham, England",British European Airways,Douglas DC-3,32,24,0
1949-08-21,"Near Bigstone Lake, Manitoba",Military - Royal Canadian Air Force,Consolidated Canso (amphibian),21,21,0
1949-08-27,"Leopoldville, Zaire",Sabena,Douglas C-47B-5-DK,20,5,0
1949-09-09,"Sault-aux-Cochons, PQ, Canada",Canadian Pacific Air Lines,Douglas DC-3,23,23,0
1949-09-26,"Mt. Popocatepetl, Mexico",Mexicana,Douglas DC-3,24,24,0
1949-09-27,"Near Castilla, Argentina",Flota Aérea Mercante Argentina,Douglas C-54A-1-DO,27,5,0
1949-10-09,"Cheyenne, Wyoming",Slick Airways,Curtiss C-46E-1-CS,4,4,0
1949-10-28,"San Miguel Island, Azores",Air France,Lockheed 749-79-33 Constellation,48,48,0
1949-11-01,"Arlington, Virginia",Eastern Air Lines / Military - Bolivian Air Force,Douglas C-54B / P-38,55,55,0
1949-11-04,"Akron, Ohio",Harrington's Inc,Douglas DC-3,3,3,0
1949-11-16,"Calcutta, India",Royal Indian Air Force,Tempest,2,1,14
1949-11-20,"Near Oslo, Norway",Aero Holland,Douglas C-47A,35,34,0
1949-11-26,"Near Bucaramanga, Colombia",LANSA,Douglas DC-3,12,12,0
1949-11-29,"Dallas, Texas",American Airlines,Douglas DC-6,46,28,0
1949-11-29,"Chaleyssin, France",Air France,Douglas DC-4,38,5,0
1949-12-01,"Taquaracucu, Brazil",REAL,Douglas DC-3 (C-47-DL),22,20,0
1949-12-07,"Vallejo, California",Arrow Airlines,Douglas DC-3,9,9,0
1949-12-09,"Near Lanchow, China",Civil Air Transport,Curtiss C-46D-CU,38,38,0
1949-12-10,"Near Hoikow, China",Civil Air Transport,Curtiss C-46D-CU,40,17,0
1949-12-12,"Washington, D.C.",Capital Airlines,Douglas DC-3-313A,23,6,0
1949-12-12,"Jungshahi, Pakistan",Pakair,Douglas DC-3,26,26,0
1949-12-16,"Orizaba, Mexico",Mexicana,Douglas DC-3,17,17,0
1949-12-18,"Aulnay-sous-Bois, France",Sabena,Douglas C-47A-60-DL,8,8,0
1949-12-30,"Comilla, Pakistan",Bharat Airways,Douglas C-54A-DO,7,7,0
1950-01-05,"Sverdlovsk, Russia",Military - Soviet Air Force,Lisunov Li-2,19,19,0
1950-01-18,"Albacete, Spain",Ejercito del Aire,Casa 352,16,16,0
1950-01-20,"Near Vacas, Bolivia",Military - Bolivian Air Force,Douglas C-47,32,32,1
1950-01-24,"Near Tamatave, Madagascar",Societe Transatlantique Aerienne,Douglas C-47A-50-DL,14,14,0
1950-01-24,"Iloilo,Philippines",Philippine Air Lines,Douglas DC-3,4,4,0
1950-01-26,"Near Snag, Yukon Territory",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),44,44,0
1950-02-02,North Sea,KLM Royal Dutch Airlines,Douglas DC-3,7,7,0
1950-02-27,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Douglas C-47A-15-DK,30,5,0
1950-03-07,"Minneapolis, Minnesota",Northwest Orient Airlines,Martin 202,13,13,2
1950-03-10,"Saigon, Vietnam",Societe Indochinoise de Transport Aeriens,Bristol 170 Freighter 21,4,4,0
1950-03-12,"Llandow Airport, Cardiff, Wales",Fairflight Ltd.,Avro 689 Tudor 5,83,80,0
1950-03-25,"Ankara, Turkey",Devlet Hava Yollairi,Douglas DC-3,15,15,0
1950-03-28,"Off Cap-Ferret, France",SEMAF,Latecoere 631 (sea plane),12,12,0
1950-04-05,"Hatiara, India",Deccan Airways,Douglas C-47A,3,3,0
1950-04-13,"Near Hastings, England",British European Airways,Vickers 610 Viking 1B,32,0,0
1950-04-15,"Santa Ana, Colombia",Lineas Aéreas Nacionales,Douglas C-47 (DC-3),4,2,0
1950-04-21,"Near Atsugi, Japan",Military - U.S. Air Force,Douglas C-54D,35,35,0
1950-05-02,"Chimborazo, Ecuador",AVIANCA,Douglas C-47DL,15,15,0
1950-05-18,"Lagens Air Force Base, Azores",Military - U.S. Air Force,Boeing B-29,16,16,0
1950-05-23,"Myrtle Beach, South Carolina",Military - U.S. Air Force,Curtiss C-46D,39,39,0
1950-05-24,"Near Pasto, Colombia",LANSA,Douglas C-47,27,26,0
1950-05-27,"Teterboro, New Jersey",Regina Cargo Airlines,Curtiss C-46F-1-CU,2,1,0
1950-05-30,"Near Ilheus, Brazil",Aerovias Brasil,Douglas DC-3,15,13,0
1950-06-05,Atlantic Ocean off Florida,Westair Transport,Curtiss C-46-F-1-CU,65,28,0
1950-06-09,"Near Fonseca, Colombia",New Tribes Mission,Douglas DC-3-178,15,15,0
1950-06-13,Off Bahrain,Air France,Douglas DC-4-1009,52,46,0
1950-06-14,Bahrain,Air France,Douglas DC-4,53,40,0
1950-06-15,"Bahrain, Bahrain",Air France,Douglas DC-4,53,40,0
1950-06-23,"Lake Michigan, 18 NNW of Benton Harbor, Michigan",Northwest Orient Airlines,Douglas DC-4,58,58,0
1950-06-26,"York, Australia",Ansett ANA,Douglas DC-4-1009,29,29,0
1950-07-07,"Busan, South Korea",Military - U.S. Air Force,Douglas C-54G,23,23,0
1950-07-09,"Casablanca, Morocco",Aigle Azur,Douglas DC-3,29,22,0
1950-07-17,"Near Pathankot, India",Indian National Airlines,Douglas DC-3,22,22,0
1950-07-18,"Near Bocoio, Angola",DTA Angola Airlines,Douglas DC-3,9,9,0
1950-07-23,"Myrtle Beach, North Carolina",Military - U.S. Air Force,Curtiss C-46 Commando,39,39,0
1950-07-27,"Off O-shima Island, Japan",Military - U.S. Air Force,Douglas C-47D,26,25,0
1950-07-28,"Porte Alegre, Brazil",Panair do Brasil,Lockheed 049 Constellation,50,50,0
1950-07-29,"Tunbukta, Algeria",Cie Air Transport,Bristol 170 Freighter 21,26,26,0
1950-07-30,"Algrete, Brazil","SAVG (S.A. Viacao Gaucha, )SAVG",Lockheed 18 LodeStar,12,12,0
1950-07-30,"Karaganda, Russia",Aeroflot,Ilyushin IL-12,25,25,0
1950-08-05,"Near Fairfield, California",Military - U.S. Air Force,Boeing B-29MR,20,12,7
1950-08-22,"Near Eagle, Colorado",American Airlines,Douglas DC-6,59,1,0
1950-08-25,"Kampong Jenera, Malaysia",Military - Royal Air Force,Douglas C-47B,12,12,0
1950-08-31,"Near Wadi Natrun, Egypt",Trans World Airlines,Lockheed 749A Constellation,55,55,0
1950-09-04,"Utica, New York",Robinson Airlines,Douglas DC-3,23,16,0
1950-09-14,"Tehran, Iran",Iran Air,Douglas DC-3,8,8,0
1950-09-20,"Kwajalein, Marshall Islands",Military - U.S. Navy,Douglas R5D-3,26,26,0
1950-09-21,"Near Zagreb, Yugoslavia",JAT Yugoslav Airlines,Douglas DC-3,11,10,0
1950-09-23,"Karlstad, Sweden",Svenska Aero,Avro Ninteen I,10,10,0
1950-09-26,"Near Kyushu Island, Japan",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),51,23,0
1950-10-13,"Casablanca, Morocco",Air Atlas,Douglas DC-3,7,4,0
1950-10-13,"Almelund, Minnisota",Northwest Orient Airlines,Martin 202,6,6,0
1950-10-17,"London, England",British European Airways,Douglas C-47A,29,28,0
1950-10-31,"London Heathrow, England",British European Airways,Vickers 610 Viking-1B,30,28,0
1950-11-03,"Mont Blanc, France",Air India,Lockheed 749 Constellation,48,48,0
1950-11-07,"Near Butte, Montana",Northwest Orient Airlines,Martin 202,21,21,0
1950-11-13,"Mt.  Tete de L'Obiou, France",Curtiss-Reid Flying Services Ltd. (Canada),Douglas C-54B-1-DC,58,58,0
1950-11-17,"Surabaya, Indonesia",Garuda Indonesia Airlines,Douglas DC-3,23,2,0
1950-11-21,"Near Moran Junction, Wyoming",New Tribes Mission,Douglas DC-3,21,21,0
1950-11-23,"Cuzco, Peru",Faucett,Douglas DC-3,9,9,0
1950-11-25,"Khitka, Bhutan",Indamer,Douglas C-47A,3,3,0
1950-12-01,"Near Chamaran, Iran",Iran Air,Douglas DC-3,8,8,0
1950-12-08,"Bangui, French Equatorial Africa",T.A. Intercontinentaux,Douglas C-54A,56,46,0
