fecha,Ruta,OperadOR,ac_type,all_aboard,cantidad de fallecidos,ground
1965-07-15,"St. Thomas, Virgin Islands",Virgin Islands Airways,de Havilland 106A,12,8,0
1965-07-25,"Near Libacao, Philippines",Military - Philippine Air Force,Douglas C-47,37,37,0
1965-08-04,"Panama City, Panama",Rutas Internacionales Peruanes,Douglas C-54D,7,7,0
1965-08-12,"Near Cuiaba, Brazil",Paraense Transportes Aéreos,Curtiss C-46A,13,13,0
1965-08-16,"Lake Michigan, near Chicago, Illinois",United Air Lines,Boeing B-727-22,30,30,0
1965-08-20,"Jeuk, Belgium",LOT Polish Airlines,Vickers 804 Viscount,4,4,0
1965-08-24,Hong Kong,Military - U.S. Marine Corps,Lockheed KC-130F,72,59,0
1965-09-04,"Lake Tustumena, Alaska",Cordova Airlines,Aero Commander 680,5,4,0
1965-09-11,"Near La Carlota, Phillipines",Filipinas Orient Airways,Douglas DC-3A,11,11,0
1965-09-14,"Gore, Ethiopia",Ethiopian Airlines,Douglas DC-3,17,17,0
1965-09-16,"Quang Ngai, South Vietnam",Air Vietnam (South Vietnam),Douglas DC-3,39,38,0
1965-09-16,"Near Pastaza, Ecuador",TAO,Transportes Aéreos Orientales,11,9,0
1965-09-17,"Chances Peak, Montserrat",Pan American World Airways,Boeing B-707-121B,30,30,0
1965-09-27,"Bao Trai, Vietnam",Air America,Beechcraft C-45H,3,3,0
1965-10-08,"Near Patian, Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 200,4,4,0
1965-10-17,"Bucaramanga, Colombia",AVIANCA,Douglas DC-3 / Piper PA-18A,19,19,0
1965-10-18,"Near Hanoi, Vietnam",International Control Commision,Boeing 307 Stratoliner B-1,13,13,0
1965-10-20,"Near Manila, Philippines",Philippine Air Lines,Douglas DC-3,37,1,0
1965-10-27,"London, England",British European Airways,Vickers Vanguard 951,36,36,0
1965-11-02,"Obock, French Somaliland",Military - French Air Force,Douglas C-47A,30,30,0
1965-11-03,"Off Puerto Lemon, Costa Rica",Military - Argentine Air Force,Douglas C-54,68,68,0
1965-11-08,"Cincinnati Airport, near Covington, Kentucky",American Airlines,Boeing B-727-23,62,58,0
1965-11-08,"Near Boqueron, Colombia",Aerolineas TAO,Douglas C-47DL,30,30,0
1965-11-10,"Murmansk, Russia",Aeroflot,Tupolev TU-124,64,32,0
1965-11-11,"Salt Lake City, Utah",United Air Lines,Boeing B-727-22,91,43,0
1965-11-14,"Near Palm Springs, California",Paul Kelly Flying Service Inc.,Learjet 23,8,8,0
1965-11-27,"Salt Lake City , Utah",Edde Airlines,Douglas C-53-DO (DC-3A),13,13,0
1965-12-04,"Carmel, New York",Trans World Airlines / Eastern Air Lines,Boeing B-707-131B / L1049C Constellation,112,4,0
1965-12-07,"Tenerife, Canary Islands",Spantax,Douglas DC-3,32,32,0
1965-12-11,"Near Tuy Hoa, South Vietnam",Military - U.S. Air Force,Fairchild C-123C,85,85,0
1965-12-16,"Legaspi, Philippines",Air Manila,Douglas DC-3A,21,2,0
1966-01-01,"Near Palembang, Sumatra, Indonesia",Garuda  Indonesia Airlines / Garuda Indonesia Airlines,Douglas DC-3 / Douglas DC-3,34,34,0
1966-01-01,"Kamchatsky, Russia",Aeroflot,Ilyushin IL-14P,23,23,0
1966-01-09,"Chipaque, Cundinamarca, Colombia",Satena,DC3(C47),11,11,0
1966-01-14,"Shamurat, Uzbekistan",Aeroflot,Antonov AN-2,11,11,0
1966-01-15,"Off Cartagena, Colombia",AVIANCA,Douglas DC-6-54B,64,56,0
1966-01-17,"Palomares, Spain",Military - US Air Force,Boeing B52 Stratofortress/Boeing KC 135A,11,7,0
1966-01-22,"Port-au-Prince, Haiti",COHATA,Douglas DC-3,35,30,0
1966-01-24,"Mont Blanc, French Alps, Switzerland",Air India,Boeing B-707-437,117,117,0
1966-01-25,"Near Binh Khe, South Vietnam",Military - U.S. Air Force,Fairchild C-123B,46,46,0
1966-01-28,"Bremen, Germany",Lufthansa,Convair CV-440-0,46,46,0
1966-02-04,"Tokyo Bay, Japan",All Nippon Airways,Boeing B-727-81,133,133,0
1966-02-07,"Srinagar, India",Indian Airlines,Fokker F-27 Friendship 200,37,37,0
1966-02-15,"Delhi, India",Indian Airlines,Sud Aviation SE-210 Caravelle VIN,80,2,0
1966-02-16,"Moscow, Russia",Aeroflot,Tupolev Tu-114,66,21,0
1966-02-16,"Pechora, Russia",Aeroflot,Ilyushin II-14,26,26,0
1966-02-18,"Near Milan, Italy",Belgian International Air Services,Douglas DC-6B,4,4,0
1966-03-04,"Near Tokyo, Japan",Canadian Pacific Air Lines,McDonnell Douglas DC-8-43,72,64,0
1966-03-05,"Near Gotemba City, Mt. Fuji, Japan",British Overseas Airways,Boeing B-707-436,124,124,0
1966-03-10,"Athens, Greece",Trans Mediterranean Airways,Douglas DC-6A,5,5,0
1966-03-10,"Reef Island, Alaska",Pacific Western,Grumman G-21A,7,6,0
1966-03-18,"Cairo, Egypt",United Arab Airlines,Antonov AN-24B,30,30,0
1966-03-20,"Asuncion, Paraguay",Servicios Americanos,Curtiss C-46F,2,2,0
1966-04-22,"Near Ardmore, Oklahoma",American Flyers Airline,Lockheed 188C Electra,98,83,0
1966-04-23,"Off Baku, Azerbaijan",Aeroflot,Ilyushin IL-14,33,33,0
1966-04-27,"Tomas, Peru",LANSA,Lockheed 749A Constellation,49,49,0
1966-05-04,"Near Di Linh, South Vietnam",Military - U.S. Army,Boeing CH47A (helicopter),20,20,0
1966-06-20,"Lac Peribonka, QC, Canada",Norair,Curtis C-46E-1-CS Commando,2,2,0
1966-06-29,"Sablayan, Philippines",Philippine Air Lines,Douglas DC-3,26,24,0
1966-07-04,"Auckland, New Zealand",Air New Zealand,Douglas DC-8-52,5,2,0
1966-07-11,"Cerro el Planchon, Chile",Aeropesca Colombia,Curtiss C-46D,8,8,0
1966-07-11,"Hideaway Park, Colorado",Alamo Airways,de Havilland 104-6A,3,3,0
1966-07-15,Pakistan,Military - Pakistan Air Force,Lockheed C-130B Hercules,10,10,0
1966-07-24,"Near Munster, Indiana",Private - Mainline Aviation,Beechcraft H50,4,4,0
1966-08-03,"Benito, Bolivia",Lloyd Aéreo Boliviano,Curtiss C-46D,3,3,0
1966-08-06,"Near Falls City, Nebraska",Braniff Airlines,BAC One-Eleven 203AE,42,42,0
1966-08-11,"Near Sibiu, Romania",Tarom,Ilyushin IL-14,24,24,0
1966-08-17,"Puertos Lobos, Argentina",Aerovias Halcon,Curtiss C-46F-1-CU,16,1,0
1966-08-17,"Near Da Nang, South Vietnam",Military - U.S. Marine Corps,Chance Vought F-8E,1,0,33
1966-08-21,"Near Juneau, Alaska",Alaska Coastal Airlines,Grumman G-21 Goose,9,9,0
1966-09-01,"Near Ljubljana, Slovenia, Yugoslavia",Britannia Airways,Bristol Britannia 102,117,98,0
1966-09-04,"Mumbai, Indian",Indian Airlines,Sud Aviation SE-210 Caravelle,4,4,0
1966-09-16,"Off Tenerife, Canary Islands, Spain",Iberia Airlines,Douglas DC-3,27,1,0
1966-09-22,"Bogota, Colombia",Avianca,Douglas DC-4,2,2,0
1966-09-22,"Winton, Australia",Ansett ANA,Vickers Viscount 832,24,24,0
1966-10-01,"Near Wemme, Oregon",West Coast Airlines,McDonnell Douglas DC-9-14,18,18,0
1966-10-04,"An Khe, Vietnam",Military - U.S. Army,de Havilland Canada CV-2B Caribou,32,14,0
1966-10-08,"Off Morgan City, Louisiana",Petroleum Helicopter,Bell 204B helicopter,11,11,0
1966-11-11,"Off Chatham, Massachusetts",Military - U.S. Air Force,Lockheed EC-121H,19,19,0
1966-11-13,"Off Matsuyama, Japan",All Nippon Airways,NAMC-YS-11-111,50,50,0
1966-11-15,"Near Dallgow, Germany",Pan American Airways,Boeing 727-21,3,3,0
1966-11-20,"Near New Bern, North Carolina",Piedmont Airlines,Martin 404,3,3,0
